일자,식사명,수량(아침식사2 값 중복),식사내용,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2)
2011.3.4,저녁식사,15.59566787,"고추지무침,노란호박전,닭조림(토막),미역국,배추김치,쌀밥,오이양파무침",3,-1.7,710,8.1,1325,0,24,1313,45.5,1200,2.96,20.27
2011.3.5,저녁식사,12.5631769,"돈육야채볶음,배추김치,부추겉절이,쌀밥,야채고로케,진미볶음,콩가루배추국",6.3,1.1,503,12.2,1650,0,19,1603,35.9,1200,2.27,17
2011.3.6,저녁식사,13.50180505,"김가루조미밥,단무지잔파무침,배추김치,비빔만두,시금치나물,우동",7.3,3,742,12.9,1445,0,29,1420,45.1,1200,2.81,15.33
2011.3.7,저녁식사,19.42238267,"감자채카레볶음,다슬기들깨해장국,동태무조림,배추김치,소세지파세리전,쌀밥,콩나물무침",7,3.3,2349,11.5,1504,0,21,1543,39,1200,2.63,17.91
2011.3.8,저녁식사,19.49458484,"달래무생채,닭볶음탕,배추김치,쌀밥,야채고로케,참나물무침,콩가루배추국",5.6,0.4,551,11,1522,0,17,1454,33.4,1200,2.95,20.46
2011.3.9,저녁식사,0,"계란후라이,모듬튀김(만.당.오),배추김치,비빔밥(표고),유부된장국",4.3,0.6,702,8.7,1604,0,18,1341,30.5,1200,2.99,20.74
2011.3.10,저녁식사,0,"건새우호박국,미니돈까스강정,배추김치,쌀밥,이면수구이,청경채겉절이,청포묵무침",5.3,-0.5,610,10.9,1628,0,21,1510,34.8,1200,2.96,20.55
2011.3.11,저녁식사,0,"꽁치소금구이,석박지,시골식돈육김치찌개,쌀밥,월동초겉절이,잡채(어묵),콩가루배추국",8.3,2.7,700,14,1401,0,10,1400,31.6,1200,2.91,20.5
2011.3.12,저녁식사,10.03610108,"가자미무조림,계란말이,배추김치,부추겉절이,야채밥,열무된장국,칼슘쥐포조림",11.6,6.9,432,17.4,1516,0,12,1712,25,1300,2.65,17.56
2011.3.13,저녁식사,12.41877256,"돈육야채볶음,미역국,배추김치,부들어묵조림,쌀밥,연근땅콩조림,오이양파무침",13.7,7.1,650,20.6,1600,0,21,1644,47.8,1200,2.86,20.26
2011.3.14,저녁식사,21.15523466,"근대국,돈육야채볶음,메추리알곤약조림,배추김치,쌀밥,청경채겉절이,콩나물무침",12.8,8.7,2232,20.9,1533,0,30,1531,60.4,1100,2.29,14.07
2011.3.15,저녁식사,18.77256318,"계란말이,꽁치무조림,반달감자볶음,배추김치,쌀밥,오이쑥갓무침,육개장",7.7,1,2358,12.3,1357,0,17,2049,42.1,1300,2.64,16.16
2011.3.16,저녁식사,27.72563177,"가자미무조림(가공),무생채(잔파),배추김치,소세지파세리전,순두부찌개,쌀밥,월동초나물",3.1,-0.6,532,8.2,1613,0,13,1201,26.3,1200,3.21,22.95
2011.3.17,저녁식사,17.47292419,"돈육깻잎볶음,된장찌개,마늘쫑멸치볶음,배추김치,상추깻잎쌈,양파절임,파절이",3.9,-0.4,546,10.2,1524,0,15,1550,40.1,1200,3.2,22.67
2011.3.18,저녁식사,14.00722022,"두부찌개,무생채(잔파),배추김치,손수제비,쌀밥(반공기),양미리강정,월동초겉절이",8.5,1.1,410,14.8,1505,0,15,1507,32,1200,2.78,15.84
2011.3.19,저녁식사,8.375451264,"갈치그릴구이,깍두기(손칼),떡볶이,쇠고기영양탕,쌀밥,오이생채,풋고추된장무침",13.6,7.2,422,19.4,1540,0,21,1546,42.4,1300,2.55,16.73
2011.3.20,저녁식사,18.19494585,"고구마샐러드,두부양념장구이,배추김치,유부된장국,쫄면야채무침,카레라이스(브로콜리)",8.8,6.2,2400,14.1,0,13,48,0,78.1,1500,0.69,2.92
2011.3.21,저녁식사,22.59927798,"낙지쭈꾸미볶음,단무지채무침,미역국,배추김치,청경채겉절이,탕수육",8.8,5.3,131,11.8,1146,0,56,1150,71.3,1200,2.23,12.79
2011.3.22,저녁식사,20.64981949,"돈육두반장볶음,배추김치,부추겉절이,쌀밥,야채고로케,월동초된장국,잡채(어묵)",6.1,2.6,2343,9.9,56,0,30,1019,53.3,1000,2.19,13.43
2011.3.23,저녁식사,18.62815884,"동태무조림,마파두부,배추김치,비빔된장,쌀밥,참나물무침,콩나물국",5.1,-0.1,628,10.8,1521,0,18,1528,33,1200,3.33,23.83
2011.3.24,저녁식사,19.13357401,"다시마채무침,돈육가지볶음,떡볶이,배추김치,쌀밥,옥수수건새우튀김,해장국",7.8,3.7,457,13.2,1423,0,15,1510,37.6,1200,3.16,20.82
2011.3.25,저녁식사,14.00722022,"계란찜,돌나물레몬생채,두부알탕,배추김치,쇠고기야채볶음,쌀밥,통도라지구이",5.6,2.5,2251,9.6,1515,0,18,1329,41.3,1200,3.3,23.39
2011.3.26,저녁식사,10.75812274,"김가루조미밥,단무지잔파무침,배추김치,비빔만두,열무된장무침,우동",5.1,1.1,554,10.2,1418,0,22,1129,44.3,1100,3.1,20.84
2011.3.27,저녁식사,17.40072202,"건파래볶음,김치국,깍두기(손칼),닭조림(토막),소세지파세리전,쌀밥,오이양파무침",7.3,1.6,624,12.5,1416,0,22,1353,40.3,1100,2.86,18.11
2011.3.28,저녁식사,21.01083032,"계란찜,동태무조림,배추김치,부들어묵조림,부추겉절이,쌀밥,육개장",9,4.5,536,14.9,1320,0,23,1331,56.5,1100,2.74,18.56
2011.3.29,저녁식사,21.66064982,"가지나물,돈육깻잎볶음,배추김치,상추치커리겉절이,쌀밥,열무된장국,참치강된장",8.8,3.3,651,13.8,1527,0,19,1748,40.1,1100,2.81,20.05
2011.3.30,저녁식사,16.96750903,"떡볶이,배추김치,서대소금구이,쌀밥,애느타리볶음,청경채겉절이,콩나물국",11.5,5.5,518,19,1556,0,16,1454,33.4,1200,3.16,23.01
2011.3.31,저녁식사,14.22382671,"배추김치,비빔된장,소면사리,쌀밥,야채고로케,쭈꾸미볶음,참나물무침,호박새우젓국",13.6,7.9,632,19.6,1419,0,21,1204,36.5,1100,2.99,22.32
2011.4.1,저녁식사,12.20216606,"김가루잔파무침,깐풍기,부들어묵조림,쌀밥,열무김치,잔치국수",16.3,8.8,630,23.2,1536,0,10,1359,23.8,1200,3.3,24.14
2011.4.2,저녁식사,10.10830325,"감자조림,계란찜,깍두기(손칼),부대찌개,쌀밥,월동초겉절이,이면수/데리야끼소스",9.5,8.1,1840,14.9,0,0,19,115,60.5,1400,2.01,13.33
2011.4.3,저녁식사,10.90252708,"단배추된장국,배추김치,생선까스&타르,쌀밥,진미잔파무침,치커리무생채,콩불고기",8.3,5.2,2356,11.3,1407,0.5,42,1553,64.8,1200,3.54,23.55
2011.4.4,저녁식사,16.96750903,"감자조림,배추김치,쌀밥,오징어무국,이면수구이,잡채(어묵),청경채겉절이",7.8,2.6,607,12.1,1305,0,40,1214,57.8,1200,3.43,25.67
2011.4.5,저녁식사,16.46209386,"가지깐풍,근대국,꽁치무조림,배추김치,쌀밥,연근조림,오이생채",10,3.5,601,16.9,1457,0,29,1517,57.6,1200,3.3,24.78
2011.4.6,저녁식사,17.47292419,"도라지생채,동태무조림,배추김치,시래기된장지짐,쌀밥,애느타리볶음,어묵무국",14.9,6.3,642,22.2,1455,0,12,1456,41.8,1300,2.87,21.48
2011.4.7,저녁식사,20.57761733,"명엽채흑임자볶음,배추김치,쇠고기야채볶음,쌀밥,알탕,치커리무생채,해물우동볶음",14.8,11.1,631,17.6,1616,8.5,47,0,83.1,900,1.58,6.95
2011.4.8,저녁식사,14.00722022,"고추지무침,근대나물,닭조림(토막),배추김치,소세지파세리전,쌀밥,콩가루배추국",12.8,10.8,2203,15.6,5,8,56,1224,78.4,1200,3.21,19.1
2011.4.9,저녁식사,14.72924188,"돈육야채볶음,미역국,배추김치,쌀밥,야채고로케,오이생채,진미볶음",14.5,7.8,607,21.2,1615,0,16,1410,44.9,1200,3.46,23.2
2011.4.10,저녁식사,13.50180505,"김가루조미밥,단무지잔파무침,배추김치,시금치나물,오징어볼튀김,잔치국수",16.8,10.4,500,23.5,1456,0,18,1201,33.5,1200,2.99,21.71
2011.4.11,저녁식사,17.32851986,"감자조림,배추김치,쇠고기야채볶음,순두부국,쌀밥,콩나물겨자채무침,풋마늘생채",10.7,7.5,807,13.8,1153,10.5,45,1151,74.4,1100,2.61,16.43
2011.4.12,저녁식사,17.18411552,"돈육깻잎볶음,배추김치,부들어묵조림,부추겉절이,쌀밥,알탕,양배추쌈",13.9,6.7,616,20.9,1556,0,12,1717,28.1,1200,3.53,26.78
2011.4.13,저녁식사,17.40072202,"갈치무조림,마늘쫑무침,배추김치,배추된장국,쌀밥,야채고로케,월동초겉절이",17,10.3,524,23.3,1628,0,13,1126,20.3,1200,3.43,25.93
2011.4.14,저녁식사,19.20577617,"닭갈비,동그랑땡계란전,미역된장국,배추김치,쌀밥,잡채(어묵),치커리무생채",18.4,11.9,610,25.3,1623,0,10,1631,24.8,1200,3.4,24.6
2011.4.15,저녁식사,15.01805054,"꽃게된장국,땅콩호박씨조림,미역줄기볶음,배추김치,쌀밥,오이생채,조기구이",21.2,14.6,526,27.8,1556,0,26,1520,47.4,1200,3.27,23.51
2011.4.16,저녁식사,10.32490975,"깐풍기,도라지생채,돌나물레몬생채,배추김치,쌀밥,어묵무국,이면수구이",10.5,9.1,2327,21.1,0,0,35,0,63.4,1200,3.3,17.42
2011.4.17,저녁식사,14.29602888,"과일샐러드,떡갈비바베큐조림,배추김치,유부된장국,쫄면야채무침,카레라이스",10.2,5.3,524,13.1,1114,0,51,1101,67.1,1300,3.4,26.01
2011.4.18,저녁식사,19.7833935,"계란말이,근대국(건새우),낙지쭈꾸미볶음,배추김치,애느타리볶음,청경채겉절이",10.2,7.3,607,15.1,1554,2,36,1555,67.3,1300,2.45,13.8
2011.4.19,저녁식사,16.96750903,"돈육생강구이,배추김치,쌀밥,어묵무국,오징어볼탕수,월동초나물,잔파생채",9.1,6.7,454,12.5,1615,0,43,909,60.8,1600,1.52,10.96
2011.4.20,저녁식사,27.36462094,"감자채피망볶음 ,동태무조림,배추김치,쌀밥,열무된장국,오이생채,콩나물무침",12.7,5,542,18.3,1443,0,33,1306,61.1,1200,3.39,25.13
2011.4.21,저녁식사,19.7833935,"두부조림,배추김치,쇠고기떡볶음,쌀밥,오징어무국,참나물겉절이,통도라지구이",17.3,11.6,608,23.5,1508,0,15,1600,33.4,1200,2.97,20.35
2011.4.22,저녁식사,13.79061372,"김치국,깍두기(손칼),꽁치소금구이,돌나물샐러드,떡갈비바베큐조림,비름나물,흑미밥(현장)",10.7,9.7,2348,16.3,0,17.5,41,0,93.3,1300,0.46,2.55
2011.4.23,저녁식사,9.819494585,"구운만두,단무지,배추김치,쌀밥(반공기),짬뽕,해파리냉채",12.9,7.9,420,17.9,1548,0,27,1550,51,1200,3.51,25.6
2011.4.24,저녁식사,11.40794224,"깍두기(손칼),미나리나물,배추겉절이,삼치구이&데리야끼소스,쌀밥,아기볼조랭이떡조림,육개장",13.5,8.8,511,18.3,1521,0,25,1538,37.5,1100,3.39,23.81
2011.4.25,저녁식사,17.61732852,"갈치무조림,떡볶이,배추김치,숙주나물,쌀밥,오이생채,호박새우젓국",15.2,9.4,542,20.9,1525,0,21,1539,41.6,1000,3.01,22.87
2011.4.26,저녁식사,16.89530686,"가자미무조림,도라지생채,배추김치,쇠고기당면국,시래기된장지짐,쌀밥,찐만두",12.3,10.7,1013,15.6,1942,44,57,0,94.8,1400,0.27,1.59
2011.4.27,저녁식사,16.82310469,"고추지무침,깍두기(손칼),닭조림(토막),도토리묵말이,쌀밥,진미쑥갓무침,호박나물",13.6,10.9,2359,21.3,1500,3,36,1449,84.4,1400,2.96,10.63
2011.4.28,저녁식사,15.23465704,"계란찜,단호박고로케,배추김치,배추된장국,비름초무침,삼치무조림,쌀밥",11,9.4,620,13.8,1103,0,50,1103,73.1,900,1.95,14.28
2011.4.29,저녁식사,20.14440433,"계란탕,골뱅이콩나물무침,단무지잔파무침,배추김치,새우볶음밥,야채튀김(쑥갓),자장소스",15.3,7.5,412,21.8,1608,0,26,1509,42.5,1200,2.96,20.64
2011.4.30,저녁식사,12.27436823,"쌀밥(반공기),열무김치,으깬감자샐러드,잔치국수,콩나물무침,후라이드치킨(토막)",21.4,15.5,134,25.7,1436,11,50,0,68.5,1300,2.29,13.53
2011.5.1,저녁식사,13.42960289,"돈육계란장조림,두부찌개,미나리나물,배추김치,쌀밥,오징어무국,우엉조림",19.2,15.3,2359,22.8,1400,0.5,26,1449,52,1200,3.3,25.54
2011.5.2,저녁식사,21.80505415,"돈육야채볶음,동태찌개,무생채(잔파),배추김치,부추전,쌀밥,해파리냉채",16.8,13.3,533,20.3,1605,0,37,1031,52.6,1200,3.15,23.9
2011.5.3,저녁식사,0,"미니돈까스,케찹소스,미역국,배추김치,쌀밥,오징어야채볶음,청경채겉절이,호박나물",19.3,14.7,2331,25.8,1544,0,19,1625,43.9,1200,3.05,18.63
2011.5.4,저녁식사,0,"닭불고기(180),도토리묵무침,동그랑땡계란전,배추김치,북어무국,비름나물,쌀밥",14.3,12.5,609,17,1041,0,43,217,67.9,1200,3.35,24.95
2011.5.5,저녁식사,0,"동태무조림,두부찌개,배추김치,쌀밥,애느타리볶음,어묵무국,오이생채",13.6,11.8,2353,16.4,1141,0,58,1046,76.5,1200,3.52,25.46
2011.5.6,저녁식사,16.10108303,"배추김치,비빔된장,소면사리,쌀밥,야채고로케,쭈꾸미볶음,참나물겉절이,호박새우젓국",15.3,10.2,252,20.2,1738,0,57,1747,76.8,1100,2.29,14.44
2011.5.7,저녁식사,8.736462094,"깻잎양념절임,배추김치,쇠고기야채볶음,쌀밥,애기새송이볶음,어묵고추장볶음,콩나물국",21.9,16.9,254,27.3,1647,0.3,25,1758,60.4,1100,2.98,23.63
2011.5.8,저녁식사,9.16967509,"계란찜,깍두기(손칼),부대찌개,부추겉절이,쌀밥,이면수/데리야끼소스,잡채(어묵)",18.1,15.8,2332,25,1121,0,34,1050,67.5,1200,3.45,24.04
2011.5.9,저녁식사,16.82310469,"도라지풋마늘무침,마파두부,미역줄기볶음,배추김치,북어무국,서대소금구이,쌀밥",23.1,14.8,535,28.4,1443,0,59,1132,69,1400,2.84,20.52
2011.5.10,저녁식사,12.70758123,"가지나물,배추김치,시래기된장지짐,쌀밥,알탕,치커리무생채,파닭",17.9,13.7,2247,25.8,107,54.5,68,109,91.8,1100,0.32,2.65
2011.5.11,저녁식사,17.61732852,"감자고추장찌개,계란찜,쌀밥,열무김치,오징어강된장,이면수구이,호박나물",13.6,12.6,2357,14.8,358,65,95,0,97,1200,0.35,2.27
2011.5.12,저녁식사,20.14440433,"단무지,배추김치,생선까스&타르,쌀밥,오므라이스,유부된장국,쫄면야채무침",14.1,12.4,414,18.1,2225,6,31,2351,83.1,1200,2.04,10.68
2011.5.13,저녁식사,15.7400722,"감자조림,돈육야채볶음,배추김치,쌀밥,오이생채,잡채(어묵),콩가루배추국",19.4,13.9,454,25.6,1520,0,19,1600,31.3,1200,3.53,28.71
2011.5.14,저녁식사,11.11913357,"고등어구이,근대국,깍두기(손칼),명엽채흑임자볶음,시골식돈육김치찌개,쌀밥,청경채겉절이",20.9,15.6,459,26.3,1445,0,16,1311,26.4,1200,3.51,28.01
2011.5.15,저녁식사,17.90613718,"단무지잔파무침,배추김치,볶음밥,비빔만두,우동,월동초나물",21.4,13.9,2351,27.9,1616,0,16,1346,34.8,1200,3.72,27.45
2011.5.16,저녁식사,19.35018051,"감자조림,돈육두반장볶음,배추김치,쌀밥,오징어무국,잡채(어묵),청경채겉절이",16.7,12.4,343,24.6,1624,0,26,1624,70.1,1200,2.67,19.59
2011.5.17,저녁식사,17.76173285,"근대국,꽁치무조림,배추김치,쌀밥,연근땅콩조림,오이부추무침,탕수육",18.5,12.6,353,25,1451,0,20,1441,47.4,1200,3.53,29.17
2011.5.18,저녁식사,18.84476534,"갈치무조림,도라지생채,배추김치,시래기된장지짐,쌀밥,애느타리볶음,어묵무국",21.8,13.9,542,29.3,1501,0,19,1532,44.6,1100,3.4,28.03
2011.5.19,저녁식사,18.70036101,"명엽채흑임자볶음,배추김치,북어계란국,쇠고기야채볶음,쌀밥,치커리무생채,해물우동볶음",22.5,17.4,506,27.9,1558,0,32,1658,49.3,1100,3.43,22.07
2011.5.20,저녁식사,17.40072202,"근대나물,닭조림(토막),배추김치,쌀밥,오이생채,콩가루배추국,팽이계란전",23.7,19.9,141,27.9,1450,0,56,1445,67.4,1400,2.59,16.21
2011.5.21,저녁식사,10.03610108,"돈육야채볶음,미역국,배추김치,소세지파세리전,쌀밥,월동초겉절이,진미잔파무침",19.6,14.1,2351,26.9,1014,0.4,49,1213,74.8,1100,3.08,20.46
2011.5.22,저녁식사,11.11913357,"김가루조미밥,단무지채무침,배추김치,시금치나물,야채고로케,잔치국수",15.7,13.8,448,18.1,1225,1,65,1437,84,1200,3.51,19.35
2011.5.23,저녁식사,20.93862816,"근대국,미니돈까스강정,배추김치,부추겉절이,쌀밥,쭈꾸미볶음,호박나물",15.9,13.1,2331,18.2,1050,0,57,1107,77,1000,0.84,5.45
2011.5.24,저녁식사,21.51624549,"깍두기(손칼),닭다리백숙,쌀밥,청경채겉절이,풋고추,쌈장,해파리냉채",16.9,11.1,521,20.8,1137,0,49,1125,69.1,1100,3.6,25.3
2011.5.25,저녁식사,17.11191336,"깻잎순볶음,단호박고로케,도라지잔파무침,배추김치,삼치무조림,쌀밥,호박새우젓국",14.3,13.8,616,16.8,0,0,65,0,83.1,1000,0.92,7.42
2011.5.26,저녁식사,16.31768953,"가자미무조림,다시마채무침,떡볶이,배추김치,쌀밥,옥수수건새우튀김,육개장",14.7,13.8,0,15.6,1528,11,80,820,90.5,1300,0.85,4.79
2011.5.27,저녁식사,17.32851986,"계란후라이,김치볶음밥,깍두기(손칼),모듬튀김(만.당.오),바나나샐러드,팽이맑은국",15.1,14.4,622,15.6,929,5,90,1009,94.5,900,0.54,3.79
2011.5.28,저녁식사,20.433213,"고등어구이,고추지무침,마파두부,배추김치,숙주미나리나물,쌀밥,콩가루배추국",15.5,13.2,505,18.6,1459,0,72,1459,89,1500,1.43,10.07
2011.5.29,저녁식사,13.14079422,"갈치무조림,땅콩흑콩조림,배추김치,비름초무침,쌀밥,어묵무국,탕수육",15.7,14.4,2329,17.8,1326,0,77,1224,88.4,1300,1.25,8.57
2011.5.30,저녁식사,20.433213,"감자전,깻잎양념절임,꽁치무조림,배추김치,비엔나떡볶이,쌀밥,팽이버섯국",15.4,13.7,525,17.8,1116,0,66,1023,81.9,1200,3.5,22.47
2011.5.31,저녁식사,21.44404332,"가지나물,돈육두반장볶음,무채국,배추김치,쌀밥,양배추,다시마쌈,오징어잔파무침",15,14.4,133,15.8,1055,1.5,82,1057,91,1000,0.66,3.89
2011.6.1,저녁식사,16.1732852,"가자미튀김양념,감자조림,배추김치,쇠고기콩나물국,쌀밥,애느타리볶음,오이소박이",17,14.6,1,21.8,1225,3.5,67,1201,88.9,1100,2.65,14.38
2011.6.2,저녁식사,18.48375451,"갈치무조림,돌나물레몬생채,배추김치,북어계란국,비빔만두,시래기된장지짐,쌀밥",15.9,14.8,444,17.5,1306,0,72,1257,90.6,1200,2.42,9.19
2011.6.3,저녁식사,15.88447653,"김치국,깍두기(손칼),닭조림(토막),부추겉절이,쌀밥,열무된장무침,옥수수건새우튀김",22.3,16.2,533,28.8,1609,0,30,1609,66.6,1200,3.58,28.52
2011.6.4,저녁식사,8.953068592,"김가루잔파무침,돈육계란장조림,두부찌개,배추김치,숙주미나리나물,쌀밥,오징어무국",23.8,19.4,326,29.4,1517,0,40,1504,61.3,1200,3.01,21.31
2011.6.5,저녁식사,11.26353791,"갈치무조림,계란찜,배추김치,배추된장국,비름초무침,쌀밥,야채고로케",23.5,20,541,27.6,1532,0,36,1447,54.3,1200,3.54,27.81
2011.6.6,저녁식사,10.83032491,"고추잡채,꽃빵,단무지,배추김치,쌀밥(반공기),짬뽕국,탕수만두",24.6,18.6,524,29.7,1521,0,29,1534,49.8,1200,2.86,23.06
2011.6.7,저녁식사,20.86642599,"김치국,마파두부,석박지,쇠고기새송이볶음,쌀밥,치커리사과생채,통도라지구이",24.5,20,531,30.2,1348,0,33,1227,56,1200,3.55,27.61
2011.6.8,저녁식사,18.77256318,"근대나물,동태무조림,배추김치,소세지파세리전,쇠고기무국,쌀밥,오복채무침",25.7,19.4,449,31.5,1519,0,36,1521,55.8,1200,3.33,26.42
2011.6.9,저녁식사,19.566787,"꽁치무조림,돌나물레몬생채,배추김치,새알미역국,쌀밥,연근조림,잡채(어묵)",25.2,18.9,525,30.1,1608,0,41,1333,59.8,1200,2.8,21.17
2011.6.10,저녁식사,15.45126354,"계란말이,고등어무조림,깻잎양념절임,땅콩흑콩조림,배추김치,쌀밥,열무된장국",22.3,19.4,2108,27.2,1111,0.5,35,1034,74.4,1100,2.26,11.18
2011.6.11,저녁식사,12.5631769,"꽃게된장국,돈육두반장볶음,동그랑땡구이,케찹,미역줄기볶음,배추김치,쌀밥,쑥갓양파겉절이",22.3,19.4,536,27,1009,0,41,1212,68.4,1200,3.52,28.55
2011.6.12,저녁식사,12.20216606,"가자미구이,감자고추장찌개(느타리),도토리묵무침,멸치볶음,배추김치,쌀밥,콩나물무침",23.4,18.9,2351,28.9,1506,0,40,1511,61.5,1300,2.92,16.26
2011.6.13,저녁식사,17.32851986,"꽁치무조림,두부찌개,배추김치,쌀밥,애느타리볶음,오이쑥갓무침,오징어무국",19.7,18.1,408,23.1,937,0,59,946,77.5,1300,2.91,20.08
2011.6.14,저녁식사,17.03971119,"닭볶음탕,배추김치,비름나물,소면야채무침,쌀밥,연근조림,콩가루배추국",21.7,17.9,501,27.6,1331,0,53,1332,73.1,1100,3.22,24.28
2011.6.15,저녁식사,21.94945848,"돈육생강구이,배추김치,비빔된장,상추깻잎쌈,쌀밥,아기볼조랭이떡조림,파절이(콩나물.양파.대파)",20.3,18.6,2345,23.1,1036,0,63,1034,85,1100,1.94,15.56
2011.6.16,저녁식사,19.20577617,"배추김치,소면사리,쌀밥,야채고로케,쭈꾸미볶음,참나물무침,호박새우젓국",19.8,17.8,527,22.3,1051,0,67,1141,85.6,1000,1.76,13.44
2011.6.17,저녁식사,17.18411552,"도라지생채,메추리알곤약조림,배추김치,손수제비,쌀밥(반공기),코다리강정",20.7,18.5,525,22.9,1312,0,61,1206,79,1300,3.51,25.72
2011.6.18,저녁식사,29.89169675,"감자조림,깍두기(손칼),부대찌개,쌀밥,조기구이,청포묵무침,콩나물무침",20.7,18.8,659,23.8,1059,11.5,60,1101,82.3,1000,2.97,19.88
2011.6.19,저녁식사,16.1732852,"돈육야채볶음,배추김치,부추겉절이,생선까스&타르,쌀밥,콩가루배추국,호박나물",20.4,16.4,458,23.1,1700,0,62,850,77.8,1300,3.63,30.4
2011.6.20,저녁식사,0,"배추김치,브로컬리초회,쇠고기새송이볶음,시래기된장지짐,쌀밥,어묵무국,어채볶음(굵은채)",22.1,19,436,24.1,1458,0.3,60,1001,76,1000,2.67,16.79
2011.6.21,저녁식사,0,"고등어구이,깍두기(손칼),시골식돈육김치찌개,쌀밥,청경채겉절이,콩나물냉국,호박나물",28.5,22.9,541,34.6,1505,0,30,1637,53.5,1200,3.64,29.23
2011.6.22,저녁식사,0,"가지나물,배추김치,부들어묵조림,쌀밥,알탕,치커리무생채,파닭",26.4,24.3,622,29.4,1333,2.5,59,0,73.9,900,2.63,14.71
2011.6.23,저녁식사,19.13357401,"감자고추장찌개,계란찜,돌나물레몬생채,배추김치,쌀밥,오징어강된장,이면수/데리야끼소스",29.7,25.1,424,33.5,1314,0.5,49,1315,63.6,1200,3.1,24.69
2011.6.24,저녁식사,20.57761733,"배추김치,생선까스&타르,열무된장무침,오므라이스,유부된장국,쫄면야채무침",20.4,18.2,2319,29.5,34,0.1,55,513,85.4,900,0.76,5.31
2011.6.25,저녁식사,8.44765343,"닭볶음탕,배추김치,비름초무침,소세지파세리전,쌀밥,즉석김구이,콩가루배추국",18,17.4,521,19,1356,52,90,1059,95.4,1300,0.94,5.94
2011.6.26,저녁식사,13.71841155,"감자간장조림,계란말이,도라지부추무침,돈육야채볶음,배추김치,쌀밥,열무된장국",18.1,17.4,315,19.7,1501,99,96,1633,96.9,1400,0.59,4.29
2011.6.27,저녁식사,20,"다시마채무침,돈육김치찌개,멸치볶음,석박지,쌀밥,연두부양념장,조기구이",23.7,17.3,416,28.9,1626,0,51,1658,73.5,1500,2.63,21.24
2011.6.28,저녁식사,16.02888087,"꽁치무조림,무생채(잔파),배추김치,쌀밥,야채고로케,열무된장무침,육개장",27,22.2,420,31.8,1448,0,44,1351,65.6,1200,3.36,22.75
2011.6.29,저녁식사,24.90974729,"계란찜,떡갈비간장조림,배추김치,쌀밥,알탕,이면수구이,참나물겉절이",28.7,24.6,400,33.2,1526,0,49,1601,65.5,1200,3.65,27.71
2011.6.30,저녁식사,22.52707581,"감자고추장찌개,명엽채흑임자볶음,배추김치,소세지파세리전,쇠고기야채볶음,시금치나물,쌀밥",27.8,24.6,2344,30.7,1407,1.5,59,946,70.3,900,2.75,17.23
2011.7.1,저녁식사,16.89530686,"근대나물,닭개장,떡볶이,배추김치,보리멸구이,쌀밥,해파리냉채",26.2,23.6,315,32.3,1331,3,52,1328,78.5,1200,3.67,25.63
2011.7.2,저녁식사,10.10830325,"고추지무침,깻잎순볶음,꽁치무조림,꽃게된장국,배추김치,쌀밥,탕수육",28.6,23.6,44,33.5,1413,0.5,50,1419,72.3,1300,3.02,24.26
2011.7.3,저녁식사,11.84115523,"계란후라이,배추김치,비빔밥(표고),콩가루배추국,화인쿨",26.8,25.6,2335,27.9,1040,13,78,1015,84.8,1300,0.58,5.33
2011.7.4,저녁식사,23.24909747,"계란말이,돈육두반장볶음,배추김치,부추겉절이,쌀밥,오징어무국,잡채(어묵)",27.7,23,608,32.2,1505,2.5,39,1355,65.9,1200,3.65,28.47
2011.7.5,저녁식사,21.80505415,"고등어구이,도라지생채,배추김치,시래기된장지짐,쌀밥,애느타리볶음,어묵무국",27,23.1,513,31.7,1535,0,43,1625,63.6,1200,3.23,24.58
2011.7.6,저녁식사,20.86642599,"감자조림,배추김치,북어계란국,쇠고기야채볶음,쌀밥,치커리무생채,해물우동볶음",23.9,22.3,2356,26.3,949,0,64,1440,75.5,900,0.95,8.08
2011.7.7,저녁식사,20.64981949,"근대국,깐마늘고추장무침,닭조림(토막),배추김치,쌀밥,오이생채,팽이계란전",24.5,21.8,332,27,1930,1,76,2049,82.8,1500,1.03,7.18
2011.7.8,저녁식사,15.16245487,"계란찜,고추지무침,배추김치,보리멸조림,쇠고기콩나물국,쌀밥,탕수만두",29.3,26.5,531,33.3,1429,0,53,1221,68.9,1200,3.84,25.27
2011.7.9,저녁식사,22.74368231,"가지나물,쌀밥(반공기),열무김치,잔치국수,후라이드치킨(토막)",24,22.2,1406,27.8,0,110.5,79,0,93.6,700,0.43,2.75
2011.7.10,저녁식사,13.79061372,"돈육야채볶음,미역국,배추김치,소세지파세리전,쌀밥,진미잔파무침,청경채겉절이",23.9,22,405,28.5,1317,32,71,1312,89.9,1200,2.87,11.06
2011.7.11,저녁식사,21.66064982,"감자고추장찌개(느타리),계란찜,돌나물샐러드,배추김치,쌀밥,오징어강된장,이면수구이",23.1,21.8,2253,25.7,913,8,72,1608,85.4,1600,1.76,14.09
2011.7.12,저녁식사,20.28880866,"갈치무조림,김가루잔파무침,배추김치,북어계란국,비빔만두,시래기된장지짐,쌀밥",25.6,21.6,113,30.4,1435,0,64,1443,83.6,900,2.19,14.31
